Order Date,Region,Category,Quantity,Marketing_Invest,Discount_Rate
2019-02-13,East,Furniture,3,16397.37,0.05
2019-02-13,East,Furniture,6,16397.37,0.05
2019-02-13,South,Furniture,5,16397.37,0.05
2019-02-13,South,Office Supplies,5,16397.37,0.05
2019-02-13,East,Furniture,2,16397.37,0.05
2019-02-13,Central,Technology,6,16397.37,0.05
2019-02-13,West,Furniture,5,16397.37,0.05
2019-02-13,West,Technology,4,16397.37,0.05
2019-02-14,West,Furniture,6,16397.37,0.05
2019-02-14,Central,Office Supplies,5,16397.37,0.05
2019-02-14,South,Technology,5,16397.37,0.05
2019-02-14,South,Furniture,6,16397.37,0.05
2019-02-14,Central,Furniture,3,16397.37,0.05
2019-02-14,Central,Office Supplies,4,16397.37,0.05
2019-02-14,West,Technology,5,16397.37,0.05
2019-02-15,Central,Technology,6,16397.37,0.05
2019-02-15,East,Furniture,3,16397.37,0.05
2019-02-15,East,Furniture,6,16397.37,0.05
2019-02-15,East,Technology,6,16397.37,0.05
2019-02-15,West,Office Supplies,5,16397.37,0.05
2019-02-15,West,Furniture,1,16397.37,0.05
2019-02-16,East,Furniture,1,16397.37,0.05
2019-02-16,East,Furniture,1,16397.37,0.05
2019-02-16,Central,Office Supplies,1,16397.37,0.05
2019-02-16,West,Technology,3,16397.37,0.05
2019-02-16,South,Office Supplies,3,16397.37,0.05
2019-02-16,West,Technology,6,16397.37,0.05
2019-02-16,East,Office Supplies,6,16397.37,0.05
2019-02-16,West,Technology,6,16397.37,0.05
2019-02-16,South,Office Supplies,2,16397.37,0.05
2019-02-16,East,Office Supplies,1,16397.37,0.05
2019-02-16,South,Furniture,2,16397.37,0.05
2019-02-16,South,Office Supplies,4,16397.37,0.05
2019-02-16,West,Furniture,1,16397.37,0.05
2019-02-17,West,Technology,2,16397.37,0.05
2019-02-17,South,Furniture,2,16397.37,0.05
2019-02-17,Central,Technology,3,16397.37,0.05
2019-02-17,Central,Office Supplies,1,16397.37,0.05
2019-02-17,West,Furniture,1,16397.37,0.05
2019-02-17,West,Technology,4,16397.37,0.05
2019-02-17,West,Furniture,6,16397.37,0.05
2019-02-17,Central,Furniture,2,16397.37,0.05
2019-02-17,South,Office Supplies,3,16397.37,0.05
2019-02-17,Central,Office Supplies,6,16397.37,0.05
2019-02-17,West,Technology,4,16397.37,0.05
2019-02-17,Central,Office Supplies,6,16397.37,0.05
2019-02-17,West,Furniture,5,16397.37,0.05
2019-02-18,East,Office Supplies,5,16397.37,0.05
2019-02-18,South,Technology,1,16397.37,0.05
2019-02-18,West,Technology,2,16397.37,0.05
2019-02-18,East,Office Supplies,2,16397.37,0.05
2019-02-18,Central,Furniture,5,16397.37,0.05
2019-02-18,West,Office Supplies,2,16397.37,0.05
2019-02-18,Central,Technology,2,16397.37,0.05
2019-02-18,West,Furniture,4,16397.37,0.05
2019-02-19,East,Furniture,6,16397.37,0.05
2019-02-19,East,Furniture,5,16397.37,0.05
2019-02-19,South,Technology,6,16397.37,0.05
2019-02-19,East,Office Supplies,6,16397.37,0.05
2019-02-19,East,Office Supplies,6,16397.37,0.05
2019-02-19,East,Office Supplies,3,16397.37,0.05
2019-02-19,East,Office Supplies,6,16397.37,0.05
2019-02-19,Central,Technology,4,16397.37,0.05
2019-02-19,East,Technology,1,16397.37,0.05
2019-02-19,South,Furniture,2,16397.37,0.05
2019-02-19,East,Furniture,1,16397.37,0.05
2019-02-19,Central,Office Supplies,4,16397.37,0.05
2019-02-20,West,Furniture,3,16397.37,0.05
2019-02-20,West,Office Supplies,5,16397.37,0.05
2019-02-20,West,Technology,5,16397.37,0.05
2019-02-20,Central,Technology,4,16397.37,0.05
2019-02-20,South,Furniture,4,16397.37,0.05
2019-02-20,Central,Technology,3,16397.37,0.05
2019-02-20,Central,Furniture,1,16397.37,0.05
2019-02-20,West,Furniture,1,16397.37,0.05
2019-02-20,East,Office Supplies,4,16397.37,0.05
2019-02-21,East,Technology,4,16397.37,0.05
2019-02-21,Central,Furniture,4,16397.37,0.05
2019-02-21,Central,Office Supplies,1,16397.37,0.05
2019-02-21,West,Technology,5,16397.37,0.05
2019-02-21,East,Furniture,3,16397.37,0.05
2019-02-21,Central,Office Supplies,2,16397.37,0.05
2019-02-21,Central,Office Supplies,6,16397.37,0.05
2019-02-21,West,Office Supplies,5,16397.37,0.05
2019-02-21,East,Furniture,1,16397.37,0.05
2019-02-21,Central,Office Supplies,4,16397.37,0.05
2019-02-21,East,Technology,2,16397.37,0.05
2019-02-21,West,Technology,3,16397.37,0.05
2019-02-22,East,Furniture,2,16397.37,0.05
2019-02-22,Central,Furniture,5,16397.37,0.05
2019-02-22,West,Technology,3,16397.37,0.05
2019-02-22,East,Office Supplies,4,16397.37,0.05
2019-02-22,West,Furniture,3,16397.37,0.05
2019-02-22,East,Office Supplies,5,16397.37,0.05
2019-02-22,East,Office Supplies,3,16397.37,0.05
2019-02-22,West,Office Supplies,3,16397.37,0.05
2019-02-22,West,Technology,3,16397.37,0.05
2019-02-23,East,Furniture,3,16397.37,0.05
2019-02-23,West,Office Supplies,3,16397.37,0.05
2019-02-23,South,Office Supplies,3,16397.37,0.05
2019-02-23,South,Furniture,5,16397.37,0.05
2019-02-23,East,Technology,6,16397.37,0.05
2019-02-23,West,Furniture,5,16397.37,0.05
2019-02-23,Central,Technology,3,16397.37,0.05
2019-02-23,Central,Technology,1,16397.37,0.05
2019-02-23,West,Technology,3,16397.37,0.05
2019-02-23,Central,Technology,3,16397.37,0.05
2019-02-24,South,Office Supplies,4,16397.37,0.05
2019-02-24,South,Furniture,3,16397.37,0.05
2019-02-24,East,Technology,6,16397.37,0.05
2019-02-24,West,Technology,2,16397.37,0.05
2019-02-24,Central,Furniture,3,16397.37,0.05
2019-02-24,West,Office Supplies,6,16397.37,0.05
2019-02-24,East,Technology,2,16397.37,0.05
2019-02-24,East,Office Supplies,3,16397.37,0.05
2019-02-25,West,Office Supplies,5,16397.37,0.05
2019-02-25,East,Office Supplies,1,16397.37,0.05
2019-02-25,Central,Technology,3,16397.37,0.05
2019-02-25,Central,Technology,1,16397.37,0.05
2019-02-25,South,Technology,2,16397.37,0.05
2019-02-25,Central,Office Supplies,3,16397.37,0.05
2019-02-25,West,Furniture,2,16397.37,0.05
2019-02-25,Central,Furniture,5,16397.37,0.05
2019-02-25,West,Furniture,4,16397.37,0.05
2019-02-25,East,Office Supplies,5,16397.37,0.05
2019-02-25,East,Technology,5,16397.37,0.05
2019-02-25,West,Furniture,2,16397.37,0.05
2019-02-26,South,Office Supplies,3,16397.37,0.05
2019-02-26,South,Office Supplies,1,16397.37,0.05
2019-02-26,East,Technology,6,16397.37,0.05
2019-02-26,East,Furniture,3,16397.37,0.05
2019-02-26,West,Technology,5,16397.37,0.05
2019-02-26,East,Office Supplies,1,16397.37,0.05
2019-02-26,West,Technology,2,16397.37,0.05
2019-02-26,South,Office Supplies,3,16397.37,0.05
2019-02-26,South,Technology,2,16397.37,0.05
2019-02-26,West,Furniture,5,16397.37,0.05
2019-02-26,West,Technology,4,16397.37,0.05
2019-02-26,East,Furniture,4,16397.37,0.05
2019-02-26,East,Office Supplies,5,16397.37,0.05
2019-02-26,West,Technology,4,16397.37,0.05
2019-02-26,East,Office Supplies,5,16397.37,0.05
2019-02-26,South,Furniture,2,16397.37,0.05
2019-02-26,East,Technology,3,16397.37,0.05
2019-02-26,West,Technology,6,16397.37,0.05
2019-02-26,South,Office Supplies,1,16397.37,0.05
2019-02-27,East,Furniture,2,16397.37,0.05
2019-02-27,West,Furniture,1,16397.37,0.05
2019-02-27,East,Technology,1,16397.37,0.05
2019-02-27,Central,Furniture,6,16397.37,0.05
2019-02-27,East,Technology,5,16397.37,0.05
2019-02-28,Central,Technology,6,16397.37,0.05
2019-02-28,West,Furniture,3,16397.37,0.05
2019-02-28,Central,Office Supplies,3,16397.37,0.05
2019-02-28,East,Technology,5,16397.37,0.05
2019-02-28,Central,Technology,5,16397.37,0.05
2019-02-28,East,Technology,1,16397.37,0.05
2019-02-28,Central,Office Supplies,1,16397.37,0.05
2019-02-28,West,Technology,4,16397.37,0.05
2019-02-28,South,Furniture,2,16397.37,0.05
2019-02-28,West,Office Supplies,3,16397.37,0.05
2019-02-28,East,Technology,1,16397.37,0.05
2019-03-01,West,Technology,2,16142.94,0.05
2019-03-01,East,Office Supplies,5,16142.94,0.05
2019-03-01,Central,Technology,4,16142.94,0.05
2019-03-01,Central,Technology,3,16142.94,0.05
2019-03-01,South,Office Supplies,4,16142.94,0.05
2019-03-01,West,Office Supplies,1,16142.94,0.05
2019-03-01,West,Technology,6,16142.94,0.05
2019-03-01,South,Technology,2,16142.94,0.05
2019-03-01,East,Furniture,2,16142.94,0.05
2019-03-01,West,Furniture,6,16142.94,0.05
2019-03-02,Central,Furniture,1,16142.94,0.05
2019-03-02,South,Office Supplies,6,16142.94,0.05
2019-03-02,West,Technology,3,16142.94,0.05
2019-03-02,East,Technology,6,16142.94,0.05
2019-03-02,East,Technology,6,16142.94,0.05
2019-03-02,South,Technology,4,16142.94,0.05
2019-03-02,West,Office Supplies,5,16142.94,0.05
2019-03-02,Central,Technology,5,16142.94,0.05
2019-03-02,West,Furniture,5,16142.94,0.05
2019-03-02,East,Technology,3,16142.94,0.05
2019-03-02,Central,Office Supplies,4,16142.94,0.05
2019-03-02,Central,Technology,4,16142.94,0.05
2019-03-03,South,Furniture,6,16142.94,0.05
2019-03-03,West,Office Supplies,2,16142.94,0.05
2019-03-03,Central,Technology,1,16142.94,0.05
2019-03-03,West,Office Supplies,3,16142.94,0.05
2019-03-03,Central,Furniture,6,16142.94,0.05
2019-03-03,South,Office Supplies,5,16142.94,0.05
2019-03-03,East,Furniture,4,16142.94,0.05
2019-03-03,Central,Technology,4,16142.94,0.05
2019-03-03,West,Technology,6,16142.94,0.05
2019-03-03,East,Office Supplies,6,16142.94,0.05
2019-03-03,East,Furniture,3,16142.94,0.05
2019-03-03,East,Office Supplies,2,16142.94,0.05
2019-03-04,South,Technology,5,16142.94,0.05
2019-03-04,South,Technology,3,16142.94,0.05
2019-03-04,Central,Technology,2,16142.94,0.05
2019-03-04,West,Office Supplies,2,16142.94,0.05
2019-03-04,Central,Technology,4,16142.94,0.05
2019-03-04,Central,Furniture,1,16142.94,0.05
2019-03-04,West,Technology,5,16142.94,0.05
2019-03-04,West,Technology,4,16142.94,0.05
2019-03-04,Central,Office Supplies,5,16142.94,0.05
2019-03-04,Central,Office Supplies,6,16142.94,0.05
2019-03-05,East,Technology,2,16142.94,0.05
2019-03-05,Central,Office Supplies,6,16142.94,0.05
2019-03-05,Central,Technology,3,16142.94,0.05
2019-03-05,Central,Technology,3,16142.94,0.05
2019-03-05,Central,Furniture,5,16142.94,0.05
2019-03-06,East,Technology,3,16142.94,0.05
2019-03-06,Central,Furniture,5,16142.94,0.05
2019-03-06,East,Technology,5,16142.94,0.05
2019-03-06,Central,Furniture,6,16142.94,0.05
2019-03-06,West,Technology,5,16142.94,0.05
2019-03-06,East,Technology,1,16142.94,0.05
2019-03-06,Central,Office Supplies,1,16142.94,0.05
2019-03-06,West,Office Supplies,3,16142.94,0.05
2019-03-06,East,Technology,6,16142.94,0.05
2019-03-06,East,Technology,4,16142.94,0.05
2019-03-06,East,Furniture,6,16142.94,0.05
2019-03-06,West,Office Supplies,4,16142.94,0.05
2019-03-07,South,Office Supplies,1,16142.94,0.05
2019-03-07,South,Furniture,5,16142.94,0.05
2019-03-07,West,Furniture,2,16142.94,0.05
2019-03-07,Central,Technology,3,16142.94,0.05
2019-03-07,West,Office Supplies,5,16142.94,0.05
2019-03-07,East,Technology,6,16142.94,0.05
2019-03-07,West,Office Supplies,4,16142.94,0.05
2019-03-07,East,Technology,4,16142.94,0.05
2019-03-07,West,Office Supplies,1,16142.94,0.05
2019-03-07,West,Office Supplies,1,16142.94,0.05
2019-03-07,South,Furniture,6,16142.94,0.05
2019-03-07,West,Furniture,4,16142.94,0.05
2019-03-08,Central,Office Supplies,4,16142.94,0.05
2019-03-08,West,Office Supplies,5,16142.94,0.05
2019-03-08,Central,Furniture,1,16142.94,0.05
2019-03-08,Central,Office Supplies,6,16142.94,0.05
2019-03-08,West,Technology,4,16142.94,0.05
2019-03-08,Central,Furniture,3,16142.94,0.05
2019-03-08,Central,Furniture,3,16142.94,0.05
2019-03-08,East,Furniture,1,16142.94,0.05
2019-03-08,Central,Technology,5,16142.94,0.05
2019-03-08,East,Furniture,1,16142.94,0.05
2019-03-08,South,Office Supplies,4,16142.94,0.05
2019-03-09,West,Furniture,2,16142.94,0.05
2019-03-09,South,Technology,3,16142.94,0.05
2019-03-09,Central,Technology,2,16142.94,0.05
2019-03-09,West,Furniture,6,16142.94,0.05
2019-03-09,West,Furniture,4,16142.94,0.05
2019-03-09,West,Furniture,5,16142.94,0.05
2019-03-09,South,Technology,6,16142.94,0.05
2019-03-09,West,Technology,4,16142.94,0.05
2019-03-09,West,Office Supplies,4,16142.94,0.05
2019-03-09,South,Technology,6,16142.94,0.05
2019-03-09,West,Furniture,4,16142.94,0.05
2019-03-09,East,Office Supplies,3,16142.94,0.05
2019-03-10,East,Office Supplies,3,16142.94,0.05
2019-03-10,East,Office Supplies,3,16142.94,0.05
2019-03-10,Central,Technology,1,16142.94,0.05
2019-03-10,West,Technology,3,16142.94,0.05
2019-03-10,West,Office Supplies,4,16142.94,0.05
2019-03-10,Central,Furniture,6,16142.94,0.05
2019-03-10,West,Office Supplies,3,16142.94,0.05
2019-03-10,West,Furniture,2,16142.94,0.05
2019-03-11,West,Technology,4,16142.94,0.05
2019-03-11,South,Technology,3,16142.94,0.05
2019-03-11,South,Office Supplies,1,16142.94,0.05
2019-03-11,East,Furniture,3,16142.94,0.05
2019-03-11,Central,Office Supplies,2,16142.94,0.05
2019-03-11,East,Technology,6,16142.94,0.05
2019-03-11,East,Furniture,3,16142.94,0.05
2019-03-11,South,Technology,6,16142.94,0.05
2019-03-11,Central,Technology,2,16142.94,0.05
2019-03-11,Central,Furniture,1,16142.94,0.05
2019-03-11,Central,Technology,5,16142.94,0.05
2019-03-12,West,Office Supplies,6,16142.94,0.05
2019-03-12,South,Technology,1,16142.94,0.05
2019-03-12,West,Furniture,3,16142.94,0.05
2019-03-12,East,Office Supplies,3,16142.94,0.05
2019-03-12,West,Office Supplies,4,16142.94,0.05
2019-03-12,South,Technology,5,16142.94,0.05
2019-03-12,South,Technology,2,16142.94,0.05
2019-03-12,East,Technology,3,16142.94,0.05
2019-03-12,East,Technology,4,16142.94,0.05
2019-03-12,South,Technology,6,16142.94,0.05
2019-03-12,East,Office Supplies,3,16142.94,0.05
2019-03-12,Central,Technology,4,16142.94,0.05
2019-03-12,East,Office Supplies,4,16142.94,0.05
2019-03-12,Central,Technology,2,16142.94,0.05
2019-03-12,West,Furniture,4,16142.94,0.05
2019-03-12,West,Furniture,5,16142.94,0.05
2019-03-12,East,Office Supplies,2,16142.94,0.05
2019-03-13,East,Technology,6,16142.94,0.05
2019-03-13,East,Furniture,1,16142.94,0.05
2019-03-13,East,Furniture,6,16142.94,0.05
2019-03-13,East,Technology,2,16142.94,0.05
2019-03-13,West,Office Supplies,5,16142.94,0.05
2019-03-13,Central,Office Supplies,3,16142.94,0.05
2019-03-13,Central,Technology,2,16142.94,0.05
2019-03-13,East,Furniture,1,16142.94,0.05
2019-03-13,South,Office Supplies,3,16142.94,0.05
2019-03-13,West,Furniture,6,16142.94,0.05
2019-03-13,Central,Office Supplies,6,16142.94,0.05
2019-03-13,East,Office Supplies,4,16142.94,0.05
2019-03-14,Central,Technology,5,16142.94,0.05
2019-03-14,East,Office Supplies,4,16142.94,0.05
2019-03-14,South,Technology,2,16142.94,0.05
2019-03-14,West,Furniture,4,16142.94,0.05
2019-03-14,West,Furniture,2,16142.94,0.05
2019-03-14,South,Furniture,1,16142.94,0.05
2019-03-14,Central,Furniture,2,16142.94,0.05
2019-03-14,West,Office Supplies,1,16142.94,0.05
2019-03-14,East,Furniture,1,16142.94,0.05
2019-03-14,South,Furniture,1,16142.94,0.05
2019-03-14,East,Office Supplies,3,16142.94,0.05
2019-03-14,West,Furniture,5,16142.94,0.05
2019-03-14,East,Office Supplies,1,16142.94,0.05
2019-03-14,West,Furniture,4,16142.94,0.05
2019-03-15,West,Office Supplies,3,16142.94,0.05
2019-03-15,South,Technology,4,16142.94,0.05
2019-03-15,East,Furniture,1,16142.94,0.05
2019-03-15,East,Technology,5,16142.94,0.05
2019-03-15,Central,Technology,6,16142.94,0.05
2019-03-15,West,Furniture,3,16142.94,0.05
2019-03-15,West,Furniture,3,16142.94,0.05
2019-03-15,West,Technology,2,16142.94,0.05
2019-03-15,East,Office Supplies,4,16142.94,0.05
2019-03-15,Central,Office Supplies,5,16142.94,0.05
2019-03-15,East,Furniture,4,16142.94,0.05
2019-03-15,East,Technology,4,16142.94,0.05
2019-03-15,West,Furniture,6,16142.94,0.05
2019-03-15,East,Technology,4,16142.94,0.05
2019-03-15,Central,Office Supplies,2,16142.94,0.05
2019-03-15,East,Furniture,2,16142.94,0.05
2019-03-16,East,Furniture,5,16142.94,0.05
2019-03-16,West,Office Supplies,4,16142.94,0.05
2019-03-16,Central,Furniture,2,16142.94,0.05
2019-03-16,Central,Office Supplies,4,16142.94,0.05
2019-03-16,East,Technology,4,16142.94,0.05
2019-03-16,East,Furniture,5,16142.94,0.05
2019-03-17,East,Office Supplies,1,16142.94,0.05
2019-03-17,East,Furniture,2,16142.94,0.05
2019-03-17,Central,Office Supplies,5,16142.94,0.05
2019-03-17,South,Furniture,4,16142.94,0.05
2019-03-17,Central,Office Supplies,5,16142.94,0.05
2019-03-17,East,Office Supplies,4,16142.94,0.05
2019-03-17,West,Office Supplies,1,16142.94,0.05
2019-03-17,West,Furniture,4,16142.94,0.05
2019-03-17,East,Office Supplies,6,16142.94,0.05
2019-03-17,South,Office Supplies,5,16142.94,0.05
2019-03-17,East,Technology,1,16142.94,0.05
2019-03-17,East,Technology,4,16142.94,0.05
2019-03-17,Central,Technology,3,16142.94,0.05
2019-03-17,West,Furniture,3,16142.94,0.05
2019-03-18,East,Office Supplies,2,16142.94,0.05
2019-03-18,East,Office Supplies,2,16142.94,0.05
2019-03-18,East,Office Supplies,3,16142.94,0.05
2019-03-18,South,Office Supplies,4,16142.94,0.05
2019-03-18,East,Technology,2,16142.94,0.05
2019-03-18,East,Furniture,5,16142.94,0.05
2019-03-18,West,Office Supplies,4,16142.94,0.05
2019-03-18,Central,Office Supplies,6,16142.94,0.05
2019-03-18,West,Technology,1,16142.94,0.05
2019-03-18,West,Furniture,2,16142.94,0.05
2019-03-18,East,Technology,1,16142.94,0.05
2019-03-18,West,Office Supplies,3,16142.94,0.05
2019-03-18,East,Office Supplies,1,16142.94,0.05
2019-03-18,Central,Furniture,5,16142.94,0.05
2019-03-18,West,Office Supplies,4,16142.94,0.05
2019-03-18,East,Furniture,2,16142.94,0.05
2019-03-19,West,Furniture,3,16142.94,0.05
2019-03-19,West,Furniture,1,16142.94,0.05
2019-03-19,South,Furniture,6,16142.94,0.05
2019-03-19,Central,Office Supplies,1,16142.94,0.05
2019-03-19,West,Technology,3,16142.94,0.05
2019-03-19,South,Furniture,3,16142.94,0.05
2019-03-19,West,Technology,6,16142.94,0.05
2019-03-19,South,Furniture,1,16142.94,0.05
2019-03-19,West,Furniture,4,16142.94,0.05
2019-03-19,South,Technology,6,16142.94,0.05
2019-03-19,East,Technology,5,16142.94,0.05
2019-03-20,West,Furniture,4,16142.94,0.05
2019-03-20,South,Office Supplies,1,16142.94,0.05
2019-03-20,South,Office Supplies,1,16142.94,0.05
2019-03-20,Central,Furniture,2,16142.94,0.05
2019-03-20,Central,Office Supplies,6,16142.94,0.05
2019-03-20,East,Technology,2,16142.94,0.05
2019-03-20,East,Furniture,3,16142.94,0.05
2019-03-20,West,Office Supplies,5,16142.94,0.05
2019-03-20,Central,Technology,2,16142.94,0.05
2019-03-20,West,Technology,1,16142.94,0.05
2019-03-20,East,Furniture,4,16142.94,0.05
2019-03-20,West,Technology,1,16142.94,0.05
2019-03-20,East,Furniture,6,16142.94,0.05
2019-03-20,West,Furniture,2,16142.94,0.05
2019-03-21,East,Furniture,2,16142.94,0.05
2019-03-21,East,Technology,4,16142.94,0.05
2019-03-21,South,Office Supplies,2,16142.94,0.05
2019-03-21,South,Technology,6,16142.94,0.05
2019-03-21,South,Technology,1,16142.94,0.05
2019-03-21,South,Furniture,3,16142.94,0.05
2019-03-21,Central,Technology,4,16142.94,0.05
2019-03-21,West,Furniture,1,16142.94,0.05
2019-03-21,Central,Technology,5,16142.94,0.05
2019-03-22,East,Technology,6,16142.94,0.05
2019-03-22,Central,Technology,2,16142.94,0.05
2019-03-22,West,Office Supplies,3,16142.94,0.05
2019-03-22,West,Technology,6,16142.94,0.05
2019-03-22,West,Technology,5,16142.94,0.05
2019-03-22,West,Furniture,4,16142.94,0.05
2019-03-22,West,Furniture,4,16142.94,0.05
2019-03-22,West,Furniture,2,16142.94,0.05
2019-03-22,East,Technology,6,16142.94,0.05
2019-03-22,West,Furniture,5,16142.94,0.05
2019-03-22,South,Technology,2,16142.94,0.05
2019-03-22,West,Furniture,2,16142.94,0.05
